Unnamed: 0,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,Hours,whyplay,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Gender,Age,Work,Residence,GAD_T,SPIN_T,Residence_ISO3,Birthplace_ISO3,Multiplayer,Online,Relation
4277,0,0,1,1,1,2,0,6.0,improving,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,Male,26,Employed,USA,5,14.0,USA,USA,yes,yes,strangers
4278,0,0,0,0,0,1,0,21.0,having fun,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,,0.0,3.0,1.0,0.0,0.0,Male,21,Unemployed / between jobs,Sweden,1,,SWE,SWE,yes,yes,friends
4279,3,3,3,2,1,2,3,80.0,having fun,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,Male,18,Student at school,USA,17,32.0,USA,USA,yes,yes,friends
4280,1,1,1,1,0,0,0,7.0,having fun,1.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,France,4,14.0,FRA,FRA,yes,yes,strangers
4281,2,3,3,1,0,0,1,22.0,improving,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,Female,22,Student at college / university,Hungary,10,21.0,HUN,HUN,yes,yes,friends
4282,0,0,2,0,0,1,0,20.0,having fun,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,24,Student at college / university,Germany,3,19.0,DEU,DEU,no,no,alone
4283,0,0,0,0,1,0,0,20.0,having fun,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,1,5.0,USA,USA,yes,yes,online acquaintaces
4284,0,0,1,1,0,1,1,21.0,improving,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,4,23.0,USA,USA,yes,yes,online acquaintaces
4285,3,1,1,1,0,2,0,7.0,improving,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,Male,26,Employed,Sweden,8,9.0,SWE,EST,yes,yes,strangers
4286,0,1,1,0,0,2,2,25.0,relaxing,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,Male,21,Unemployed / between jobs,Germany,6,41.0,DEU,DEU,no,no,alone
4287,1,1,1,1,1,0,3,20.0,having fun,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,Male,24,Employed,USA,8,32.0,USA,USA,yes,yes,friends
4288,0,0,1,0,0,0,0,20.0,improving,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,21,Employed,Australia,1,5.0,AUS,AUS,yes,yes,strangers
4289,0,1,1,0,0,1,1,15.0,improving,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,Male,21,Student at college / university,Canada,4,10.0,CAN,CAN,yes,yes,strangers
4290,1,0,2,1,0,0,0,24.0,winning,1.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,Male,18,Student at school,USA,4,40.0,USA,JPN,no,no,alone
4291,0,0,0,0,0,0,0,30.0,having fun,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,Male,18,Student at college / university,Belgium,0,20.0,BEL,BEL,yes,yes,friends
4292,0,0,0,0,1,1,0,30.0,having fun,0.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,USA,2,21.0,USA,USA,yes,yes,online acquaintaces
4293,0,0,0,0,0,0,0,50.0,improving,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Latvia,0,5.0,LVA,LVA,yes,yes,online acquaintaces
4294,0,0,0,0,1,0,0,20.0,having fun,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,26,Employed,USA,1,6.0,USA,USA,yes,yes,strangers
4295,3,2,2,3,2,3,1,10.0,having fun,0.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,Male,18,Student at college / university,USA,16,28.0,USA,USA,yes,yes,friends
4296,1,2,1,0,1,1,1,12.0,having fun,1.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,21,Student at college / university,Germany,7,11.0,DEU,DEU,yes,yes,friends
4297,1,0,0,0,2,1,1,15.0,improving,1.0,3.0,1.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,Male,18,Student at school,Canada,5,35.0,CAN,CAN,yes,yes,strangers
4298,1,1,1,3,0,1,2,20.0,improving,0.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,4.0,Male,18,Student at school,Portugal,9,37.0,PRT,PRT,yes,yes,online acquaintaces
4299,1,0,0,1,0,1,1,20.0,winning,2.0,0.0,1.0,3.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,Male,22,Student at college / university,Poland,4,26.0,POL,POL,yes,yes,strangers
4300,1,1,1,0,0,1,0,25.0,having fun,3.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0,3.0,4.0,2.0,3.0,Male,19,Unemployed / between jobs,UK,4,48.0,GBR,GBR,yes,yes,strangers
4301,0,0,1,1,0,1,0,14.0,winning,1.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,Male,22,Student at college / university,Spain,3,22.0,ESP,ESP,yes,yes,friends
4302,3,3,3,3,3,2,3,30.0,having fun,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Female,18,Student at college / university,USA,20,64.0,USA,USA,yes,yes,strangers
4303,0,1,3,3,3,1,3,50.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,20,Student at college / university,Estonia,14,4.0,EST,EST,yes,yes,strangers
4304,1,0,1,0,0,0,0,5.0,having fun,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,Male,20,Student at college / university,USA,2,25.0,USA,USA,yes,yes,friends
4305,2,1,2,1,0,3,2,20.0,winning,2.0,3.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,Male,20,Employed,UK,11,52.0,GBR,GBR,yes,yes,online acquaintaces
4306,1,0,0,0,3,2,1,16.0,having fun,1.0,0.0,4.0,3.0,0.0,4.0,1.0,4.0,4.0,3.0,4.0,0.0,2.0,3.0,1.0,1.0,2.0,Male,18,Student at school,Netherlands,7,37.0,NLD,NLD,no,no,various
4307,1,1,0,2,0,1,0,12.0,improving,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,USA,5,9.0,USA,DEU,yes,yes,friends
4308,0,1,1,0,1,1,0,14.0,having fun,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,22,Student at college / university,Spain,4,10.0,ESP,ESP,yes,yes,friends
4309,1,1,1,0,0,1,1,5.0,having fun,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,31,Employed,USA,5,3.0,USA,USA,yes,yes,strangers
4310,3,1,1,2,1,3,2,50.0,winning,1.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,Male,21,Student at school,Finland,13,53.0,FIN,FIN,yes,yes,strangers
4311,1,0,0,0,0,1,1,21.0,improving,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,Male,20,Student at college / university,Germany,3,19.0,DEU,DEU,yes,yes,strangers
4312,0,0,0,0,0,0,0,30.0,having fun,0.0,0.0,3.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Male,20,Employed,USA,0,19.0,USA,USA,no,no,alone
4313,1,1,1,0,0,0,0,34.0,improving,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Male,18,Employed,UK,3,,GBR,GBR,yes,yes,strangers
4314,0,0,3,0,0,3,0,20.0,winning,1.0,2.0,3.0,4.0,3.0,3.0,0.0,4.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,0.0,Male,23,Employed,Germany,6,41.0,DEU,DEU,yes,yes,friends
4315,3,2,3,2,1,0,0,11.0,improving,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,Male,22,Student at college / university,USA,11,14.0,USA,USA,yes,yes,friends
4316,0,0,0,0,0,1,0,20.0,improving,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,Male,18,Student at school,USA,1,20.0,USA,USA,yes,yes,strangers
4317,1,1,1,2,3,2,0,24.0,relaxing,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at school,Romania,10,16.0,ROU,ROU,yes,yes,friends
4318,0,2,3,1,2,3,3,50.0,improving,1.0,3.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,Male,19,Student at college / university,Canada,14,24.0,CAN,CAN,yes,yes,friends
4319,0,0,0,0,0,1,0,15.0,having fun,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,Male,22,Student at college / university,USA,1,,USA,USA,yes,yes,strangers
4320,1,0,0,1,1,3,0,60.0,improving,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,Male,18,Student at school,UK,6,13.0,GBR,GBR,yes,yes,online acquaintaces
4322,2,1,2,1,0,1,1,10.0,having fun,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,Germany,8,,DEU,DEU,,no,various
4323,1,0,3,0,0,0,0,4.0,relaxing,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,Male,21,Student at college / university,Germany,4,,DEU,DEU,yes,yes,friends
4324,2,0,1,0,0,0,0,5.0,improving,1.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,USA,3,14.0,USA,USA,no,no,alone
4325,0,0,1,1,0,2,0,15.0,having fun,1.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,Male,21,Student at college / university,Chile,4,37.0,CHL,CHL,yes,yes,online acquaintaces
4326,2,2,2,1,1,0,0,14.0,improving,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,Male,19,Student at college / university,USA,8,23.0,USA,USA,yes,yes,friends
4327,1,0,1,0,0,1,0,60.0,having fun,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at school,Germany,3,11.0,DEU,USA,yes,yes,online acquaintaces
4328,1,0,0,1,1,0,0,40.0,having fun,0.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,3.0,Male,19,Student at college / university,USA,3,30.0,USA,USA,yes,yes,friends
4329,1,0,1,0,0,1,0,30.0,improving,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,Male,30,Employed,Mexico,3,13.0,MEX,ESP,yes,yes,strangers
4330,1,0,3,3,2,0,3,20.0,winning,2.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,4.0,2.0,4.0,2.0,3.0,0.0,4.0,Male,18,Student at college / university,UK,12,36.0,GBR,GBR,yes,yes,online acquaintaces
4331,1,0,0,0,0,0,0,5.0,relaxing,0.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,Male,21,Student at college / university,USA,1,19.0,USA,USA,yes,yes,strangers
4332,0,0,0,0,0,0,0,35.0,having fun,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,0,6.0,USA,USA,yes,yes,friends
4333,1,0,3,1,3,1,2,18.0,improving,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,1.0,4.0,4.0,2.0,4.0,Male,22,Student at college / university,Switzerland,11,52.0,CHE,CHE,yes,yes,online acquaintaces
4334,1,3,3,2,3,3,3,20.0,having fun,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,,1.0,1.0,Male,23,Employed,USA,18,,USA,USA,yes,yes,strangers
4335,0,0,0,0,0,3,0,20.0,improving,0.0,4.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,2.0,Male,20,Student at school,USA,3,25.0,USA,USA,yes,yes,friends
4336,1,1,2,0,1,0,0,,improving,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Male,18,Student at school,Canada,5,4.0,CAN,CAN,yes,no,friends
4337,1,1,1,2,1,1,1,30.0,having fun,1.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,Male,19,Student at college / university,USA,8,22.0,USA,USA,yes,yes,friends
4338,3,2,3,1,3,3,3,30.0,having fun,0.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,Male,18,Student at school,UK,18,51.0,GBR,GBR,yes,yes,friends
4339,0,0,1,0,0,0,0,12.0,having fun,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,Netherlands,1,10.0,NLD,NLD,yes,yes,friends
4340,0,0,0,1,0,1,0,12.0,having fun,0.0,3.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,Male,33,Unemployed / between jobs,Sweden,2,21.0,SWE,SWE,yes,yes,online acquaintaces
4341,0,0,0,0,0,1,0,25.0,having fun,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,18,Student at school,USA,1,8.0,USA,USA,yes,yes,online acquaintaces
4342,0,1,1,0,1,1,0,10.0,having fun,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,Male,20,Student at college / university,USA,4,18.0,USA,USA,yes,yes,friends
4343,1,1,1,1,1,1,0,32.0,winning,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,USA,6,9.0,USA,USA,yes,yes,online acquaintaces
4344,1,0,0,0,0,1,1,8.0,having fun,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,Male,21,Student at college / university,Belgium,3,20.0,BEL,BEL,yes,yes,strangers
4345,3,3,3,3,2,1,3,40.0,improving,0.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,4.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,Male,18,Student at college / university,UK,18,32.0,GBR,GBR,yes,yes,friends
4346,0,0,0,1,1,0,0,18.0,having fun,1.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Male,22,Unemployed / between jobs,USA,2,18.0,USA,USA,yes,yes,friends
4348,0,1,3,2,1,2,0,25.0,improving,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,23,Unemployed / between jobs,Portugal,9,14.0,PRT,PRT,yes,yes,strangers
4349,0,0,0,0,0,1,0,30.0,improving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Male,20,Student at college / university,Netherlands,1,2.0,NLD,NLD,yes,yes,friends
4350,0,0,0,0,0,1,0,25.0,improving,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,Male,19,Student at college / university,Croatia,1,20.0,HRV,HRV,yes,yes,strangers
4351,2,2,2,1,0,3,2,14.0,relaxing,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,23,Student at college / university,Ireland,12,9.0,IRL,POL,yes,yes,strangers
4352,0,1,1,0,0,0,0,40.0,improving,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,Male,21,Student at college / university,Germany,2,34.0,DEU,DEU,yes,yes,online acquaintaces
4353,0,0,0,0,0,0,0,5.0,winning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,19,Student at college / university,Spain,0,0.0,ESP,ESP,yes,yes,friends
4354,0,0,0,0,0,0,0,30.0,having fun,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Male,21,Unemployed / between jobs,Denmark,0,10.0,DNK,DNK,yes,yes,friends
4355,0,0,0,0,0,0,0,8.0,improving,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,28,Employed,USA,0,3.0,USA,USA,yes,yes,strangers
4356,1,0,1,0,1,1,0,14.0,winning,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,4.0,2.0,3.0,Male,18,Student at college / university,Portugal,4,40.0,PRT,PRT,yes,yes,strangers
4357,0,0,0,0,0,0,0,20.0,having fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,18,Student at college / university,USA,0,1.0,USA,USA,yes,yes,online acquaintaces
4358,2,1,1,0,1,1,3,20.0,having fun,2.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,3.0,4.0,0.0,0.0,2.0,3.0,2.0,0.0,Male,21,Unemployed / between jobs,USA,9,37.0,USA,USA,no,no,alone
4359,0,0,1,0,1,0,0,30.0,improving,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,Male,21,Employed,USA,2,20.0,USA,USA,yes,yes,online acquaintaces
4360,1,1,1,1,0,0,1,20.0,having fun,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,0.0,2.0,Other,20,Unemployed / between jobs,Ireland,5,36.0,IRL,IRL,yes,yes,friends
4361,1,0,0,0,0,1,0,0.0,having fun,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Male,20,Student at college / university,Germany,2,11.0,DEU,DEU,yes,yes,strangers
4362,2,3,1,0,0,0,0,21.0,improving,0.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,Male,18,Student at college / university,USA,6,18.0,USA,USA,yes,yes,strangers
4363,2,2,2,2,2,2,2,45.0,winning,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,Male,18,Student at school,USA,14,26.0,USA,USA,yes,yes,online acquaintaces
4364,0,1,1,1,0,1,1,14.0,all,0.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,Male,23,Student at college / university,Germany,5,20.0,DEU,DEU,yes,yes,strangers
4365,2,1,2,1,0,0,1,40.0,winning,0.0,0.0,3.0,4.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,Male,19,Student at college / university,USA,7,31.0,USA,USA,no,no,alone
4366,1,0,0,0,0,0,0,20.0,having fun,2.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,Male,18,Student at school,USA,1,22.0,USA,USA,yes,yes,strangers
4367,0,0,0,1,1,0,0,25.0,improving,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,20,Employed,Sweden,2,3.0,SWE,SWE,yes,yes,online acquaintaces
4368,1,0,2,2,3,2,2,45.0,winning,2.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,Male,18,Employed,UK,12,20.0,GBR,GBR,yes,yes,strangers
4370,0,0,0,0,0,1,1,47.0,having fun,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,Male,20,Student at college / university,UK,2,27.0,GBR,GBR,yes,yes,online acquaintaces
4371,1,0,0,0,1,1,0,25.0,having fun,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,4.0,Male,19,Student at school,Sweden,3,21.0,SWE,GBR,yes,yes,friends
4373,2,1,2,1,0,2,1,30.0,improving,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,Male,19,Student at college / university,Brazil,9,42.0,BRA,BRA,yes,yes,friends
4374,3,1,2,0,0,1,1,20.0,having fun,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,Male,19,Unemployed / between jobs,USA,8,49.0,USA,USA,yes,yes,online acquaintaces
4375,3,3,3,2,1,2,2,20.0,winning,1.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,Male,21,Student at college / university,USA,16,36.0,USA,USA,yes,yes,strangers
4376,2,2,2,2,1,2,1,45.0,winning,1.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,Male,21,Student at college / university,Australia,12,50.0,AUS,AUS,yes,yes,strangers
4377,1,1,2,1,0,2,0,50.0,having fun,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,Male,18,Student at school,Croatia,7,23.0,HRV,HRV,yes,yes,friends
4378,1,1,1,1,0,1,0,20.0,having fun,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,Male,30,Employed,USA,5,17.0,USA,USA,yes,yes,friends
4379,2,3,3,3,0,1,0,24.0,winning and relaxing,0.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,Male,22,Student at college / university,Estonia,12,37.0,EST,FIN,yes,yes,online acquaintaces
4380,0,0,3,3,0,2,3,35.0,improving,0.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,Male,21,Student at college / university,Brazil,11,25.0,BRA,BRA,yes,yes,strangers
4381,3,3,3,3,3,3,3,15.0,improving,0.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,Male,22,Student at school,USA,21,28.0,USA,USA,yes,yes,friends
4382,0,0,0,0,0,1,0,8.0,having fun,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Male,21,Student at college / university,USA,1,8.0,USA,USA,yes,yes,strangers
4383,0,1,1,1,0,1,0,15.0,winning,0.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,Male,19,Unemployed / between jobs,USA,4,31.0,USA,USA,yes,yes,strangers
4384,1,3,3,1,0,2,1,60.0,having fun,0.0,0.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,Male,32,Unemployed / between jobs,USA,11,26.0,USA,USA,yes,yes,friends
4385,1,0,2,2,1,2,0,12.0,improving,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,Male,18,Student at school,USA,8,34.0,USA,USA,yes,yes,friends
